ion_type,canonical_smiles,source_properties,source_split_roles,source_files
cation,CC(=O)OCC[N+](C)(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CC(=O)OCC[N+]1(C)CCCC1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;val_5_group_tox.csv
cation,CC(=O)[NH+](C)C,co2;vis,training;validation,train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_3_group_vis.csv
cation,CC(C(O)c1ccccc1)[N+](C)(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CC(C)=Cn1cc[n+](C)c1,vis,test,test_group_vis.csv
cation,CC(C)CCCCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CC(C)CCCn1cc[n+](C)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CC(C)CCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CC(C)C[N+]1(C)CCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CC(C)C[N+]1(C)CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CC(C)C[NH3+],vis,test,test_group_vis.csv
cation,CC(C)C[P+](C)(CC(C)C)CC(C)C,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_4_group_vis.csv
cation,CC(C)Cn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CC(C)[n+]1ccn(C)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CC(O)C[NH3+],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCC(=O)[NH+](C)C,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_4_group_vis.csv
cation,CCC(C)C[NH3+],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCC=C[P+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCC=Cn1cc[n+](C)c1C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC(CC)[N+](C)(C)C(=N)N(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCC(CC)[NH2+]CCN,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCC(CCC)[N+](C)(C)C(=N)N(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCC=CCCCCCCCC1=[N+](CC)CCN1CCO,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_vis.csv
cation,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,tox,training;validation,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
cation,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,vis,test,test_group_vis.csv
cation,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCCCCCCCCC[N+](C)(CCOCCOCCOCCOCCOCCO)CCOCCOCCOCCOCCOCCO,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCCCCCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCCCCCCCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCCCCCC[N+](C)(CCOCCO)CCOCCOCCO,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;val_5_group_co2.csv
cation,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,tox;vis,training;validation,train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_4_group_vis.csv
cation,CCCCCCCCCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,vis,test,test_group_vis.csv
cation,CCCCCCCCCCCC[n+]1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCCCCCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCCCCCn1cc[n+](CCCCCCCCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCCCCCOC[n+]1cccc(O)c1,tox,test;training;validation,test_group_tox.csv;train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_2_group_tox.csv
cation,CCCCCCCCCCCn1cc[n+](C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCCCN1CCC[N+]2=C1CCCCC2,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCCCCC[N+](CC)(CC)CC,vis,test,test_group_vis.csv
cation,CCCCCCCCCC[N+]1(C)CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCCCC[P+](CC)(CC)CC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCCCC[n+]1ccccc1,co2;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCCCC[n+]1ccn(C)c1,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;val_1_group_co2.csv;val_3_group_co2.csv;val_5_group_vis.csv
cation,CCCCCCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCCCCn1cc[n+](C)c1,tox;vis,test;training;validation,test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCCCn1cc[n+](CC)c1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_3_group_tox.csv;val_4_group_vis.csv
cation,CCCCCCCCCCn1cc[n+](CCC#N)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCCCC[N+]1(C)CCCCC1,vis,test,test_group_vis.csv
cation,CCCCCCCCC[N+]1(C)CCOCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCC[P+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCCC[n+]1ccn(C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCCn1cc[n+](C)c1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv;val_5_group_vis.csv
cation,CCCCCCCCCn1cc[n+](CCCCCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCCN1C=C[NH+](C)C1,co2,test,test_group_co2.csv
cation,CCCCCCCC[N+](C)(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[N+](C)(CCCCCCCC)C(C)CCCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCC[N+](C)(CCCCCCCC)C(CC)CCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCC[N+](C)(CCCCCCCC)C(CCC)CCCC,vis,test,test_group_vis.csv
cation,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,co2;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_co2.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCC[N+]1(C)CCCC1,co2;tox;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_tox.csv
cation,CCCCCCCC[N+]1(C)CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[N+]1(C)CCOCC1,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[NH+]1C=CN(C)C1C,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;val_5_group_co2.csv
cation,CCCCCCCC[P+](CC)(CC)CC,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[P+](CCCC)(CCCC)CCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,vis,test;training;validation,test_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCC[S+]=C(N(C)C)N(C)C,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCC[n+]1cc(C)cc(C)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCC[n+]1ccc(C)cc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_tox.csv
cation,CCCCCCCC[n+]1ccc(N(C)C)cc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCCC[n+]1ccc2ccccc2c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCC[n+]1cccc(C#N)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCC[n+]1cccc(C)c1,tox;vis,test;training;validation,test_group_vis.csv;train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;val_5_group_tox.csv
cation,CCCCCCCC[n+]1cccc(C)c1C,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCCC[n+]1cccc2ccccc21,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
cation,CCCCCCCC[n+]1ccccc1,tox;vis,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_tox.csv
cation,CCCCCCCC[n+]1ccn(C)c1,co2;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCCCCCC[n+]1ccn(CC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCCCc1cccc[n+]1CC,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCCn1cc[n+](C)c1,co2;tox;vis,test;training;validation,test_group_co2.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCCCCCCn1cc[n+](CCC#N)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCCn1cc[n+](CCCCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCOC[n+]1cccc(O)c1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_3_group_tox.csv;val_5_group_tox.csv
cation,CCCCCCC[N+](C)(C)CC,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_4_group_vis.csv
cation,CCCCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCC[N+]1(C)CCCC1,co2,training;validation,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
cation,CCCCCCC[N+]1(C)CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCC[N+]1(C)CCOCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCC[NH+]1C=CN(C)C1,tox,training;validation,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
cation,CCCCCCC[P+](CC)(CC)CC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCC[n+]1ccccc1,co2;vis,test;training;validation,test_group_vis.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
cation,CCCCCCC[n+]1ccn(C)c1,co2,training;validation,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
cation,CCCCCCCc1cccc[n+]1CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCCn1cc[n+](C)c1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv
cation,CCCCCCCn1cc[n+](CCCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCN1C=C[NH+](C)C1,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;val_5_group_co2.csv
cation,CCCCCCOC(=O)C[N+](C)(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCCOC[n+]1cccc(O)c1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv
cation,CCCCCC[N+](C)(C)C,co2;vis,training;validation,train_1_group_vis.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_vis.csv
cation,CCCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,co2,training;validation,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
cation,CCCCCC[N+]1(C)CCCC1,co2;tox;vis,test;training;validation,test_group_tox.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv
cation,CCCCCC[N+]1(C)CCCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[N+]1(C)CCOCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[N+]1(CCCC)CCCC1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
