cation,anion,SMILES
CCC=C(Cl)C[NH2+]CC,CCCCCCCOP(=O)([O-])[O-],CCC=C(Cl)C[NH2+]CC.CCCCCCCOP(=O)([O-])[O-]
CCC#Cc1c[nH+]c(C)s1,CCCCCCCOP(=O)([O-])[O-],CCC#Cc1c[nH+]c(C)s1.CCCCCCCOP(=O)([O-])[O-]
FC(F)COC1CC[NH2+]C1,COC(=O)N(C)C(C)C(=O)[O-],FC(F)COC1CC[NH2+]C1.COC(=O)N(C)C(C)C(=O)[O-]
CCC[NH+](C1CCOCC1)C1CC1,COCCSC(C)C(=O)[O-],CCC[NH+](C1CCOCC1)C1CC1.COCCSC(C)C(=O)[O-]
COC(=O)C1C[NH+](C)CCCC1C,CCn1cc(C(=O)[O-])cn1,COC(=O)C1C[NH+](C)CCCC1C.CCn1cc(C(=O)[O-])cn1
C[NH2+]CCOC1CCCC1,COC(=O)[N-]C(=O)C(C)SCCS,C[NH2+]CCOC1CCCC1.COC(=O)[N-]C(=O)C(C)SCCS
C=CCOC1CCCC1[NH3+],CCOC(C(=O)[O-])=C1CCCC1CC,C=CCOC1CCCC1[NH3+].CCOC(C(=O)[O-])=C1CCCC1CC
CC[N+]12CCN(CC1)CC2,OC1CCCC1n1[n-]nnc1=S,CC[N+]12CCN(CC1)CC2.OC1CCCC1n1[n-]nnc1=S
C[NH2+]CCOC1CCCC1,CCCOCCNC(=O)NCC(O)C(=O)[O-],C[NH2+]CCOC1CCCC1.CCCOCCNC(=O)NCC(O)C(=O)[O-]
O=[P+]NO,CCCC(NC(N)=S)C(=O)[O-],O=[P+]NO.CCCC(NC(N)=S)C(=O)[O-]
CC1CC2CSCC2[NH2+]1,CC1(C)CC(N)(C(=O)[O-])CS1,CC1CC2CSCC2[NH2+]1.CC1(C)CC(N)(C(=O)[O-])CS1
CCOCCOC(CC)(CC)C[NH3+],O=C([O-])CCCCI,CCOCCOC(CC)(CC)C[NH3+].O=C([O-])CCCCI
CC1CC2CSCC2[NH2+]1,Nn1c(SCC(=O)[O-])n[nH]c1=O,CC1CC2CSCC2[NH2+]1.Nn1c(SCC(=O)[O-])n[nH]c1=O
CCC(C)C(C)[NH3+],O=C([O-])CCC(F)(F)COC(F)(F)F,CCC(C)C(C)[NH3+].O=C([O-])CCC(F)(F)COC(F)(F)F
CCC(C)C(C)[NH3+],O=C([O-])CCCCI,CCC(C)C(C)[NH3+].O=C([O-])CCCCI
COC(C[NH2+]C1CCCCCC1)OC,O=C([O-])c1occc1CCCO,COC(C[NH2+]C1CCCCCC1)OC.O=C([O-])c1occc1CCCO
CC[NH2+]C(C(C)C)C1CC2(CC2)CO1,CC#CCNC(=O)[O-],CC[NH2+]C(C(C)C)C1CC2(CC2)CO1.CC#CCNC(=O)[O-]
CCC1CCCN1CCC[NH2+]CCOC,CC#CCNC(=O)[O-],CCC1CCCN1CCC[NH2+]CCOC.CC#CCNC(=O)[O-]
CC(N)=N[NH+]1CCCCC1,Cc1cnc(Cc2nn[n-]n2)cn1,CC(N)=N[NH+]1CCCCC1.Cc1cnc(Cc2nn[n-]n2)cn1
COC(=O)C1COCC[NH2+]1,CC#CCNC(=O)[O-],COC(=O)C1COCC[NH2+]1.CC#CCNC(=O)[O-]
CC[NH2+]C(CCCOC)CCCOCC,O=C(c1ccccc1)S(=O)[O-],CC[NH2+]C(CCCOC)CCCOCC.O=C(c1ccccc1)S(=O)[O-]
CC=C(C)[n+]1ccccc1,CCN(CC(=S)OC)S(=O)[O-],CC=C(C)[n+]1ccccc1.CCN(CC(=S)OC)S(=O)[O-]
COCCCOCC[NH2+]C1CCOC1,O=S(=O)([O-])CCCCCCI,COCCCOCC[NH2+]C1CCOC1.O=S(=O)([O-])CCCCCCI
CCC(C)[NH2+]C1CC1,CCCCCCC(S)C(=O)[O-],CCC(C)[NH2+]C1CC1.CCCCCCC(S)C(=O)[O-]
COC1(N)CCC[NH+](CO)CC1C,CCN(CCF)CC(=O)[O-],COC1(N)CCC[NH+](CO)CC1C.CCN(CCF)CC(=O)[O-]
[NH+]N1CCCCC1CC1CC1,O=C([O-])CC(O)C1CCOC1,[NH+]N1CCCCC1CC1CC1.O=C([O-])CC(O)C1CCOC1
CNC(=O)CC([NH3+])C(C)C,O=C([O-])C1CCCCCC1Br,CNC(=O)CC([NH3+])C(C)C.O=C([O-])C1CCCCCC1Br
CCCCC([NH3+])C(C)O,O=C([O-])CC(O)C1CCOC1,CCCCC([NH3+])C(C)O.O=C([O-])CC(O)C1CCOC1
CCC[NH+]1C=CCC1(C)C,O=C([O-])C1CCCCCC1Br,CCC[NH+]1C=CCC1(C)C.O=C([O-])C1CCCCCC1Br
CCCC=CCCCCC[P+](O)(O)O,O=C([O-])NCCC1(O)COC1,CCCC=CCCCCC[P+](O)(O)O.O=C([O-])NCCC1(O)COC1
COCCN[N+](C)=NO,Nc1cc2c(cc1CN[O-])oc1ccccc12,COCCN[N+](C)=NO.Nc1cc2c(cc1CN[O-])oc1ccccc12
CCCCCOCC[NH2+]C(C)CC,COC1CCC(N)(C(=O)[O-])CC1,CCCCCOCC[NH2+]C(C)CC.COC1CCC(N)(C(=O)[O-])CC1
[NH3+]CC1(C2CCOCC2)CCC1,CC1(CC(=O)[O-])CCCO1,[NH3+]CC1(C2CCOCC2)CCC1.CC1(CC(=O)[O-])CCCO1
CC(C)[NH+](CCCS)C(C)CO,COC(=O)COCS(=O)[O-],CC(C)[NH+](CCCS)C(C)CO.COC(=O)COCS(=O)[O-]
COOCC(O)C[NH+]1CCC1,COc1cc(OCCNC(=O)[O-])ccn1,COOCC(O)C[NH+]1CCC1.COc1cc(OCCNC(=O)[O-])ccn1
COCCOCCC[NH+]1CCSCC1C,N=C(Br)OP(=O)([O-])[O-],COCCOCCC[NH+]1CCSCC1C.N=C(Br)OP(=O)([O-])[O-]
COC1CCCCCC1[NH2+]CCO,N=C(Br)OP(=O)([O-])[O-],COC1CCCCCC1[NH2+]CCO.N=C(Br)OP(=O)([O-])[O-]
CSCCCC[NH2+]CCCO,N=C(Br)OP(=O)([O-])[O-],CSCCCC[NH2+]CCCO.N=C(Br)OP(=O)([O-])[O-]
C[NH2+]C1CCCCCC1SC,CCCOC(CC)(CC)C(=O)[O-],C[NH2+]C1CCCCCC1SC.CCCOC(CC)(CC)C(=O)[O-]
CCCC([NH2+]CC)C(C)C,O=C([O-])CC12CCCCC1COC2,CCCC([NH2+]CC)C(C)C.O=C([O-])CC12CCCCC1COC2
OC12CCCCC1C[NH2+]CC2,[O-]N1CC2CCCCC2C1,OC12CCCCC1C[NH2+]CC2.[O-]N1CC2CCCCC2C1
CC(NC(=O)C[NH3+])C1CCOCC1,[O-]N1CC2CCCCC2C1,CC(NC(=O)C[NH3+])C1CCOCC1.[O-]N1CC2CCCCC2C1
CC(C)[NH2+]CCC1COCCO1,CCCC(NC(=S)NC)C(=O)[O-],CC(C)[NH2+]CCC1COCCO1.CCCC(NC(=S)NC)C(=O)[O-]
CCCCC1CC[NH2+]CC12CCCCC2,[O-]N1CC2CCCCC2C1,CCCCC1CC[NH2+]CC12CCCCC2.[O-]N1CC2CCCCC2C1
CCSC(=O)N1CC[NH2+]CC1=O,[O-]N1CC2CCCCC2C1,CCSC(=O)N1CC[NH2+]CC1=O.[O-]N1CC2CCCCC2C1
CS([NH3+])=O,CC(C)CC(CC=O)C(=O)[O-],CS([NH3+])=O.CC(C)CC(CC=O)C(=O)[O-]
C[NH+]1C=CC=CN1C(=O)Cl,O=C([S-])NCc1cc(Br)cs1,C[NH+]1C=CC=CN1C(=O)Cl.O=C([S-])NCc1cc(Br)cs1
CCCC([NH3+])(CC)C(C)O,O=C([S-])NCc1cc(Br)cs1,CCCC([NH3+])(CC)C(C)O.O=C([S-])NCc1cc(Br)cs1
CC1CCC(N)C[NH2+]1,Cc1cccc2c(C(=O)[O-])csc12,CC1CCC(N)C[NH2+]1.Cc1cccc2c(C(=O)[O-])csc12
CS([NH3+])=O,CC1CN(C(=O)NCCCCOCC(=O)[O-])CCO1,CS([NH3+])=O.CC1CN(C(=O)NCCCCOCC(=O)[O-])CCO1
[NH3+]C1CCCCCC1O,CC(CCC(=O)[O-])n1nnnc1C1CC1,[NH3+]C1CCCCCC1O.CC(CCC(=O)[O-])n1nnnc1C1CC1
CC(C)CC(C[NH3+])C(N)=O,CC(C)COC(=O)[O-],CC(C)CC(C[NH3+])C(N)=O.CC(C)COC(=O)[O-]
NC(=S)N1CC[NH2+]CC1,CC(C)CC1(NC(=O)[O-])CCC1,NC(=S)N1CC[NH2+]CC1.CC(C)CC1(NC(=O)[O-])CCC1
CCC(O)CC[NH2+]C1CC(O)C1,CC(C)COC(=O)[O-],CCC(O)CC[NH2+]C1CC(O)C1.CC(C)COC(=O)[O-]
CCC1CCC[NH+](CC(C)CCO)C1,COCCC=CCCCCC(=O)[O-],CCC1CCC[NH+](CC(C)CCO)C1.COCCC=CCCCCC(=O)[O-]
COCCCC([NH3+])C(C)OC,C=CCC1(CC(=O)[O-])COCCO1,COCCCC([NH3+])C(C)OC.C=CCC1(CC(=O)[O-])COCCO1
CC(C)C(C)SCC(O)C[NH3+],Cn1nc(C(=O)[O-])nc1Cl,CC(C)C(C)SCC(O)C[NH3+].Cn1nc(C(=O)[O-])nc1Cl
Cc1cccc[n+]1CC(=O)O,COC1C(C)CC(O)CC1C(=O)[O-],Cc1cccc[n+]1CC(=O)O.COC1C(C)CC(O)CC1C(=O)[O-]
C1=CNCC[NH2+]CC1,CC1CCC=C(C(=O)[O-])C(C)(C)C1,C1=CNCC[NH2+]CC1.CC1CCC=C(C(=O)[O-])C(C)(C)C1
CCn1nccc1C[NH2+]CCOC,COC1CCCCC1OCC(=O)[O-],CCn1nccc1C[NH2+]CCOC.COC1CCCCC1OCC(=O)[O-]
CCCNC(N)=[NH+]CCCOC,CSCc1sccc1[S-],CCCNC(N)=[NH+]CCCOC.CSCc1sccc1[S-]
COCC(C)[NH+]1CCCC(C)(O)C1,COC(=CC(=O)[O-])OC,COCC(C)[NH+]1CCCC(C)(O)C1.COC(=CC(=O)[O-])OC
COCC[NH2+]CCOc1ccncc1,O=C([O-])CCCCCC1CC1,COCC[NH2+]CCOc1ccncc1.O=C([O-])CCCCCC1CC1
O=C(NCC1(O)CCCC1)C1C[NH2+]C1,CSCc1sccc1[S-],O=C(NCC1(O)CCCC1)C1C[NH2+]C1.CSCc1sccc1[S-]
COC1CCC2(CC1)CC([NH3+])CO2,CSCc1sccc1[S-],COC1CCC2(CC1)CC([NH3+])CO2.CSCc1sccc1[S-]
CO[N+]1(N)CCCCC1C(C)C,COC1CC1CCC(=O)[O-],CO[N+]1(N)CCCCC1C(C)C.COC1CC1CCC(=O)[O-]
CC([NH3+])C[NH+]1CCC2CCCCC2C1,[O-]NCc1cscn1,CC([NH3+])C[NH+]1CCC2CCCCC2C1.[O-]NCc1cscn1
CC(C)C(O)C[NH2+]CCC1CC[NH2+]CC1,[O-]NCc1cscn1,CC(C)C(O)C[NH2+]CCC1CC[NH2+]CC1.[O-]NCc1cscn1
COCC[NH+](CC=CBr)CC1CCCCC1F,[O-]NCc1cscn1,COCC[NH+](CC=CBr)CC1CCCCC1F.[O-]NCc1cscn1
CCC[NH2+]C1(CS)CCC1,CC(C)C(O)C(C)(C)[O-],CCC[NH2+]C1(CS)CCC1.CC(C)C(O)C(C)(C)[O-]
CCC(C)([NH3+])COC(C)C(OC)OC,N#CCSCC(=O)[O-],CCC(C)([NH3+])COC(C)C(OC)OC.N#CCSCC(=O)[O-]
COCC(O)C[NH2+]CC1(C2CC2)CC1,CCSCC=CC(=O)[O-],COCC(O)C[NH2+]CC1(C2CC2)CC1.CCSCC=CC(=O)[O-]
CCC(CO)OCCCC[NH3+],O=C([O-])C(F)C(F)(F)F,CCC(CO)OCCCC[NH3+].O=C([O-])C(F)C(F)(F)F
COCCCSCCC(C)([NH3+])CO,CCSCC=CC(=O)[O-],COCCCSCCC(C)([NH3+])CO.CCSCC=CC(=O)[O-]
CC(=CCC[NH3+])C(C)C,C=C(C)CSC(CC)C(=O)[O-],CC(=CCC[NH3+])C(C)C.C=C(C)CSC(CC)C(=O)[O-]
CC(CBr)[NH+]1CCCCCCC1,CC(C)(C(=O)[O-])c1cncs1,CC(CBr)[NH+]1CCCCCCC1.CC(C)(C(=O)[O-])c1cncs1
CC[NH2+]C1CC(C)C1,O=C([O-])N1CCC2(CCOCC2)CC1,CC[NH2+]C1CC(C)C1.O=C([O-])N1CCC2(CCOCC2)CC1
CC[NH2+]C1CC(C)C1,COCCSCC(=O)NCCOCC(=O)[O-],CC[NH2+]C1CC(C)C1.COCCSCC(=O)NCCOCC(=O)[O-]
CCC(C)CN1CCCC([NH3+])C1,N#CCC1CCCC1C(=O)[O-],CCC(C)CN1CCCC([NH3+])C1.N#CCC1CCCC1C(=O)[O-]
CCC1=N[NH2+]C(SC)N1,N#CCC1CCCC1C(=O)[O-],CCC1=N[NH2+]C(SC)N1.N#CCC1CCCC1C(=O)[O-]
COCC[NH2+]CCOCCCOCCOC,[O-]c1c(I)cc(Br)cc1I,COCC[NH2+]CCOCCCOCCOC.[O-]c1c(I)cc(Br)cc1I
CCOCC[NH+](CC)CCO,CCn1c(=O)ccc2cccc([O-])c21,CCOCC[NH+](CC)CCO.CCn1c(=O)ccc2cccc([O-])c21
C#CC([NH3+])CCCC,COc1c(C2(C(=O)[O-])CC2)cnn1C,C#CC([NH3+])CCCC.COc1c(C2(C(=O)[O-])CC2)cnn1C
C#CC([NH3+])CCCC,O=C([O-])C=C(Cl)C(=O)[O-],C#CC([NH3+])CCCC.O=C([O-])C=C(Cl)C(=O)[O-]
C[NH2+]CCC(C)(C)OC(C)C,CSC1CCN(CC(=O)[O-])C1,C[NH2+]CCC(C)(C)OC(C)C.CSC1CCN(CC(=O)[O-])C1
CCCOCCOCC[NH3+],O=C([O-])NCCCc1ccc2ccccc2c1,CCCOCCOCC[NH3+].O=C([O-])NCCCc1ccc2ccccc2c1
CC(C)COC(C)C(C)[NH3+],CC1(C)OCCC1CNC(=O)[O-],CC(C)COC(C)C(C)[NH3+].CC1(C)OCCC1CNC(=O)[O-]
CCOCC[N+]1(CC#N)CCCC1OCC,CC=C(OCCCC)C(=O)[O-],CCOCC[N+]1(CC#N)CCCC1OCC.CC=C(OCCCC)C(=O)[O-]
C[NH2+]C1CCCCC1C1CC1,N#Cc1cc(N)cc(Cl)c1[O-],C[NH2+]C1CCCCC1C1CC1.N#Cc1cc(N)cc(Cl)c1[O-]
CCC(C)CC([NH3+])C1CCCC1,C=CCC(=O)CCC(=O)[O-],CCC(C)CC([NH3+])C1CCCC1.C=CCC(=O)CCC(=O)[O-]
CCCOCC[NH2+]CCC(C)CCOC,COCC1CCN(C(=O)[O-])C1C,CCCOCC[NH2+]CCC(C)CCOC.COCC1CCN(C(=O)[O-])C1C
C=CCC[P+](C)(O)OC,O=C([O-])CC1CCSC(=O)N1,C=CCC[P+](C)(O)OC.O=C([O-])CC1CCSC(=O)N1
C[NH+]=C(N)C(F)(F)F,N#Cc1cc2cc([S-])sc2cc1N,C[NH+]=C(N)C(F)(F)F.N#Cc1cc2cc([S-])sc2cc1N
C=C[NH+]1CCC(C)CC1CC,O=C([O-])c1ccc(CBr)o1,C=C[NH+]1CCC(C)CC1CC.O=C([O-])c1ccc(CBr)o1
CCC1(C[NH2+]CC(C)SC)CC1,CCCCCCSC(C)C(=O)[O-],CCC1(C[NH2+]CC(C)SC)CC1.CCCCCCSC(C)C(=O)[O-]
CC(C)OCCC1CCCC[NH+]1C,N=C(N)c1ncccc1C(=O)[O-],CC(C)OCCC1CCCC[NH+]1C.N=C(N)c1ncccc1C(=O)[O-]
CC1CC(NC(=O)NC2CC[NH+]3CCCCC23)CO1,C[O-],CC1CC(NC(=O)NC2CC[NH+]3CCCCC23)CO1.C[O-]
COCCC[NH+]1CCC(Cl)C1,CCC(C)C(NN)N(C)C(=O)[O-],COCCC[NH+]1CCC(Cl)C1.CCC(C)C(NN)N(C)C(=O)[O-]
CO[N+]1(C)CC(C)CCC1C,C[O-],CO[N+]1(C)CC(C)CCC1C.C[O-]
CC(C)COCCCCC[NH3+],CC(=NC1CC1)C(C)C(=O)[O-],CC(C)COCCCCC[NH3+].CC(=NC1CC1)C(C)C(=O)[O-]
C[NH+]1CCC(C(N)=S)CC1,O=C([S-])CN1CCCCCC1=O,C[NH+]1CCC(C(N)=S)CC1.O=C([S-])CN1CCCCCC1=O
OC1CCCCCCC2C[NH2+]CCC12,O=C([O-])C1CC1C1CCCC1,OC1CCCCCCC2C[NH2+]CCC12.O=C([O-])C1CC1C1CCCC1
CC1(C)CCCC([NH3+])C1C1CCC1,N#CCSCCC(=O)[O-],CC1(C)CCCC([NH3+])C1C1CCC1.N#CCSCCC(=O)[O-]
CC[NH2+]CC(C)OC1CCOC1,O=C([S-])CN1CCCCCC1=O,CC[NH2+]CC(C)OC1CCOC1.O=C([S-])CN1CCCCCC1=O
C[N+]1(C2CC3CCC2C3)CCCCC1,N#CCSCCC(=O)[O-],C[N+]1(C2CC3CCC2C3)CCCCC1.N#CCSCCC(=O)[O-]
COCC1CCC[NH+]1CCCCC#N,CC=NCSCC(C)SNC(=O)[O-],COCC1CCC[NH+]1CCCCC#N.CC=NCSCC(C)SNC(=O)[O-]
COCCNCC[NH+](CC(C)C)C1CC1,CCc1cccc(C#N)c1[O-],COCCNCC[NH+](CC(C)C)C1CC1.CCc1cccc(C#N)c1[O-]
FC[NH2+]C1CCOCC1,O=C([O-])C#Cc1ccccc1Br,FC[NH2+]C1CCOCC1.O=C([O-])C#Cc1ccccc1Br
COCCN1CCNC1[NH2+]C1CCCCC1,CCc1cccc(C#N)c1[O-],COCCN1CCNC1[NH2+]C1CCCCC1.CCc1cccc(C#N)c1[O-]
CC(O)C(C)C[NH+]1CCCC1,CCSC(=NCC(=O)[O-])NO,CC(O)C(C)C[NH+]1CCCC1.CCSC(=NCC(=O)[O-])NO
CC(C)OCC[NH2+]CCI,CC(C)=C(C)CC(C)C(=O)[O-],CC(C)OCC[NH2+]CCI.CC(C)=C(C)CC(C)C(=O)[O-]
SCC1CCCC[NH2+]C1,CCOCc1ncc(CC(=O)[O-])s1,SCC1CCCC[NH2+]C1.CCOCc1ncc(CC(=O)[O-])s1
C[NH3+],COCC(C)CS(=O)C(C)(C)C(=O)[O-],C[NH3+].COCC(C)CS(=O)C(C)(C)C(=O)[O-]
CCOC(=O)C(=[NH2+])S,CCCCCCCC(O)COC(=O)[O-],CCOC(=O)C(=[NH2+])S.CCCCCCCC(O)COC(=O)[O-]
CC(O)(CO)C[NH+]1CCC([NH3+])CC1,BOCC(=O)[O-],CC(O)(CO)C[NH+]1CCC([NH3+])CC1.BOCC(=O)[O-]
CC1(C)CCCCC1C[NH3+],O=P([O-])([O-])OCC1COCCO1,CC1(C)CCCCC1C[NH3+].O=P([O-])([O-])OCC1COCCO1
C[NH+]=C(N=O)NC1CCCC1,O=c1nn[n-]n1CC1CCC1,C[NH+]=C(N=O)NC1CCCC1.O=c1nn[n-]n1CC1CCC1
C[NH2+]COC1CCCCO1,CC(C)C(F)(OC=O)C(=O)[O-],C[NH2+]COC1CCCCO1.CC(C)C(F)(OC=O)C(=O)[O-]
CCCC(CC)[NH2+]C(C)CO,CCCOCC1OCCCN1C(=O)[O-],CCCC(CC)[NH2+]C(C)CO.CCCOCC1OCCCN1C(=O)[O-]
CC1CCC(C)[NH+]1C1CCCCC1,Fc1cc(C(F)F)c([S-])s1,CC1CCC(C)[NH+]1C1CCCCC1.Fc1cc(C(F)F)c([S-])s1
COCC(C[NH2+]C1CC1)CC(C)C,O=CC(O)CCCCC(=O)[O-],COCC(C[NH2+]C1CC1)CC(C)C.O=CC(O)CCCCC(=O)[O-]
C#CC(C)(Br)C[NH2+]CCl,CC(O)CNC(=O)CCC(=O)[O-],C#CC(C)(Br)C[NH2+]CCl.CC(O)CNC(=O)CCC(=O)[O-]
CC(O)CCC[NH2+]CC(O)COc1ccccc1,COCCOSC(=O)[O-],CC(O)CCC[NH2+]CC(O)COc1ccccc1.COCCOSC(=O)[O-]
CCC(O)C1C=CCCC1[NH3+],CC(N)S(=O)(=O)[O-],CCC(O)C1C=CCCC1[NH3+].CC(N)S(=O)(=O)[O-]
CCC(O)C1C=CCCC1[NH3+],CC(O)CNC(=O)CCC(=O)[O-],CCC(O)C1C=CCCC1[NH3+].CC(O)CNC(=O)CCC(=O)[O-]
CCC[NH2+]C(C)C(C)C(C)C,CCc1cc([S-])cc2c1CCC2,CCC[NH2+]C(C)C(C)C(C)C.CCc1cc([S-])cc2c1CCC2
COC(=O)C1CC[NH2+]CC1(C)C,CC(O)CCC(C)C(=O)[O-],COC(=O)C1CC[NH2+]CC1(C)C.CC(O)CCC(C)C(=O)[O-]
COC1C[NH+](C2CCOCC2)C1,O=C([O-])OCC1CC=CCC1,COC1C[NH+](C2CCOCC2)C1.O=C([O-])OCC1CC=CCC1
CCOC(=S)NCC[NH+](CC)CC,CC(C)(N=NCCS)C(=O)[O-],CCOC(=S)NCC[NH+](CC)CC.CC(C)(N=NCCS)C(=O)[O-]
CCOC(=O)C[NH2+]C(C=O)CC,CCc1cc([S-])cc2c1CCC2,CCOC(=O)C[NH2+]C(C=O)CC.CCc1cc([S-])cc2c1CCC2
C[NH2+]CCCCOCCOCCO,C=C(C)CC(C)CC(CC)C(=O)[O-],C[NH2+]CCCCOCCOCCO.C=C(C)CC(C)CC(CC)C(=O)[O-]
CC(C)CC(C)C1CCCC[NH2+]C1,CCOCCOCCCCC(=O)[O-],CC(C)CC(C)C1CCCC[NH2+]C1.CCOCCOCCCCC(=O)[O-]
CC(C)[NH+](C)CC1CCCNC1=O,O=C([O-])C1CCCC1Cl,CC(C)[NH+](C)CC1CCCNC1=O.O=C([O-])C1CCCC1Cl
CCCCC[NH+]CC(C)C,CCN(CCCO)CC1(C(=O)[O-])CC1,CCCCC[NH+]CC(C)C.CCN(CCCO)CC1(C(=O)[O-])CC1
[NH3+]CCN1CCC(C2CCOC2)CC1,O=C([O-])C1CCCC1Cl,[NH3+]CCN1CCC(C2CCOC2)CC1.O=C([O-])C1CCCC1Cl
C[NH+]1CCC2(CCCOC2)CC1,COC(=O)[N-]C(N)=O,C[NH+]1CCC2(CCCOC2)CC1.COC(=O)[N-]C(N)=O
COCC(C)(CCO)[NH+]OC1CCCCC1,C=CCN([O-])CCC,COCC(C)(CCO)[NH+]OC1CCCCC1.C=CCN([O-])CCC
COCCC(C)C([NH3+])CC1CCC1,COC(=O)[N-]C(N)=O,COCCC(C)C([NH3+])CC1CCC1.COC(=O)[N-]C(N)=O
CCN1CC([NH2+]CC2CCC2)C1,C=CCN([O-])CCC,CCN1CC([NH2+]CC2CCC2)C1.C=CCN([O-])CCC
CC(=CCl)CC(C)C[NH2+]C1CC1,COC(=O)[N-]C(N)=O,CC(=CCl)CC(C)C[NH2+]C1CC1.COC(=O)[N-]C(N)=O
CCC(=O)C[NH+](C)CCOC,Cc1ccccc1P(=O)([O-])[O-],CCC(=O)C[NH+](C)CCOC.Cc1ccccc1P(=O)([O-])[O-]
COCCC1(Cn2cnnc2)CC[NH2+]CC1,COOS(=O)(=O)[O-],COCCC1(Cn2cnnc2)CC[NH2+]CC1.COOS(=O)(=O)[O-]
CCC(F)C[NH+](C)C,O=P([O-])([O-])OCCOCC(F)(F)F,CCC(F)C[NH+](C)C.O=P([O-])([O-])OCCOCC(F)(F)F
CC(C)[NH+](CCBr)CC(C)(C)O,COOS(=O)(=O)[O-],CC(C)[NH+](CCBr)CC(C)(C)O.COOS(=O)(=O)[O-]
CC[NH2+]C(CSC)C(C)C,[O-]C1=CC2(F)CCC1C2,CC[NH2+]C(CSC)C(C)C.[O-]C1=CC2(F)CCC1C2
CCOC(=O)CCCC[NH+](C)CCOC,CP(=O)([O-])OCCSCCCO,CCOC(=O)CCCC[NH+](C)CCOC.CP(=O)([O-])OCCSCCCO
[NH3+]CCC#CC=CBr,C=CCc1cc(C#N)cc(OC)c1N[O-],[NH3+]CCC#CC=CBr.C=CCc1cc(C#N)cc(OC)c1N[O-]
CNC(=O)C(C[NH3+])CCCOC,O=C([O-])c1sc(I)cc1Br,CNC(=O)C(C[NH3+])CCCOC.O=C([O-])c1sc(I)cc1Br
C[N+]1=C=CC=C1,COCCC(C)(C)CNCC(F)(F)C(=O)[S-],C[N+]1=C=CC=C1.COCCC(C)(C)CNCC(F)(F)C(=O)[S-]
CCCCOCC(COC)[NH2+]CCC,CC(C)(C)ONCCNC(=O)[O-],CCCCOCC(COC)[NH2+]CCC.CC(C)(C)ONCCNC(=O)[O-]
CCC(C)OCC[NH2+]CCOC,COCCOCC=CC(=O)[O-],CCC(C)OCC[NH2+]CCOC.COCCOCC=CC(=O)[O-]
CC[P+](C)(OC)OC,COCCOCC=CC(=O)[O-],CC[P+](C)(OC)OC.COCCOCC=CC(=O)[O-]
COCCCNC(=O)NCC(C)C[NH3+],CCC(=CC(=O)[O-])COC,COCCCNC(=O)NCC(C)C[NH3+].CCC(=CC(=O)[O-])COC
CCC(C)OCC[NH2+]CCOC,O=C1CCCCC1CC[B-](F)(F)F,CCC(C)OCC[NH2+]CCOC.O=C1CCCCC1CC[B-](F)(F)F
CC[P+](C)(OC)OC,COC1CCN(CC2(C(=O)[O-])CC2)CC1,CC[P+](C)(OC)OC.COC1CCN(CC2(C(=O)[O-])CC2)CC1
COCCOCCCOCCC[NH2+]C(C)C,CCCC(C)(SCC)C(=O)[O-],COCCOCCCOCCC[NH2+]C(C)C.CCCC(C)(SCC)C(=O)[O-]
N#CC1C[N+](CC=O)C1,COC(=O)C1CCCCCC1C(=O)[O-],N#CC1C[N+](CC=O)C1.COC(=O)C1CCCCCC1C(=O)[O-]
CCC(C)C(=O)C[S+](C)C,CCCC(C)C(O)CC(=O)[O-],CCC(C)C(=O)C[S+](C)C.CCCC(C)C(O)CC(=O)[O-]
C=CCC(=O)N1CCC[NH+](CCC)CC1,O=CC(Br)C(=O)[O-],C=CCC(=O)N1CCC[NH+](CCC)CC1.O=CC(Br)C(=O)[O-]
C=CCN(CC#N)C(=O)C1CCC[NH2+]1,O=C([O-])c1csnn1,C=CCN(CC#N)C(=O)C1CCC[NH2+]1.O=C([O-])c1csnn1
CCCCOCC[NH2+]CC(C)OC,CC=CC(C=CC)C(=O)[O-],CCCCOCC[NH2+]CC(C)OC.CC=CC(C=CC)C(=O)[O-]
CCCCOCC[NH2+]CC(C)OC,CCOC(=O)c1c(C)cccc1[S-],CCCCOCC[NH2+]CC(C)OC.CCOC(=O)c1c(C)cccc1[S-]
COC1CNCC1[NH3+],CC=CC(C=CC)C(=O)[O-],COC1CNCC1[NH3+].CC=CC(C=CC)C(=O)[O-]
C[NH2+]CCSC1CCCCCC1O,CC=CC(C=CC)C(=O)[O-],C[NH2+]CCSC1CCCCCC1O.CC=CC(C=CC)C(=O)[O-]
CCC(C)C(C)[NH2+]C1CC1,CC=CC(C=CC)C(=O)[O-],CCC(C)C(C)[NH2+]C1CC1.CC=CC(C=CC)C(=O)[O-]
C[NH2+]CCOCCCc1ccccc1,C=C(C)C=C(C)CCC(=O)[O-],C[NH2+]CCOCCCc1ccccc1.C=C(C)C=C(C)CCC(=O)[O-]
CCCC(OCC[NH3+])C(=O)OC,O=CNC1COCCC1C(=O)[O-],CCCC(OCC[NH3+])C(=O)OC.O=CNC1COCCC1C(=O)[O-]
CCCC(C)C1[NH2+]C(C)CS1,O=S(=O)([O-])CCC(F)CF,CCCC(C)C1[NH2+]C(C)CS1.O=S(=O)([O-])CCC(F)CF
